Name	Description	chrom	type	start_hg19	end_hg19	strand	ts_id	gene_type	gene_status	loci_level	alias_symbol	official_name	nodes	SNP	SNP_chr	SNP_pos_hg19	distance	index
ENSG00000162889.6	MAPKAPK2	chr1	gene	206858289	206907628	+	ENSG00000162889.6	protein_coding	KNOWN	2	MAPKAPK2	MAPKAPK2	1	rs9430095	chr1	206593900	264389	7
ENSG00000136634.5	IL10	chr1	gene	206940947	206945839	-	ENSG00000136634.5	protein_coding	KNOWN	2	IL10	IL10	1	rs9430095	chr1	206593900	347047	9
ENSG00000142224.11	IL19	chr1	gene	206972215	207016324	+	ENSG00000142224.11	protein_coding	KNOWN	2	IL19	IL19	1	rs9430095	chr1	206593900	378315	12
ENSG00000162891.6	IL20	chr1	gene	207038699	207042568	+	ENSG00000162891.6	protein_coding	KNOWN	2	IL20	IL20	1	rs9430095	chr1	206593900	444799	13
ENSG00000162892.11	IL24	chr1	gene	207070788	207077484	+	ENSG00000162892.11	protein_coding	KNOWN	2	IL24	IL24	1	rs9430095	chr1	206593900	476888	15
ENSG00000162894.7	FAIM3	chr1	gene	207077731	207096592	-	ENSG00000162894.7	protein_coding	KNOWN	2	FAIM3	FAIM3	1	rs9430095	chr1	206593900	483831	16
ENSG00000162896.5	PIGR	chr1	gene	207101863	207119811	-	ENSG00000162896.5	protein_coding	KNOWN	2	PIGR	PIGR	1	rs9430095	chr1	206593900	507963	17
ENSG00000162897.9	FCAMR	chr1	gene	207131310	207143970	-	ENSG00000162897.9	protein_coding	KNOWN	2	FCAMR	FCAMR	1	rs9430095	chr1	206593900	537410	18
ENSG00000182795.12	C1orf116	chr1	gene	207191866	207206101	-	ENSG00000182795.12	protein_coding	KNOWN	1	C1orf116	C1orf116	1	rs9430095	chr1	206593900	597966	19
ENSG00000180667.6	YOD1	chr1	gene	207217194	207226325	-	ENSG00000180667.6	protein_coding	KNOWN	2	YOD1	YOD1	1	rs9430095	chr1	206593900	623294	20
ENSG00000143494.11	VASH2	chr1	gene	213123862	213165379	+	ENSG00000143494.11	protein_coding	KNOWN	2	VASH2	VASH2	1	rs340874	chr1	214159256	-1035394	7
ENSG00000174606.7	ANGEL2	chr1	gene	213165524	213189168	-	ENSG00000174606.7	protein_coding	KNOWN	2	ANGEL2	ANGEL2	1	rs340874	chr1	214159256	-993732	6
ENSG00000136643.7	RPS6KC1	chr1	gene	213224589	213448116	+	ENSG00000136643.7	protein_coding	KNOWN	2	RPS6KC1	RPS6KC1	1	rs340874	chr1	214159256	-934667	5
ENSG00000117707.9	PROX1	chr1	gene	214156524	214214853	+	ENSG00000117707.9	protein_coding	KNOWN	2	PROX1	PROX1	1	rs340874	chr1	214159256	-2732	1
ENSG00000143499.9	SMYD2	chr1	gene	214454445	214510474	+	ENSG00000143499.9	protein_coding	KNOWN	1	SMYD2	SMYD2	1	rs340874	chr1	214159256	295189	2
ENSG00000152104.6	PTPN14	chr1	gene	214530851	214725792	-	ENSG00000152104.6	protein_coding	KNOWN	1	PTPN14	PTPN14	1	rs340874	chr1	214159256	371595	3
ENSG00000117724.7	CENPF	chr1	gene	214776538	214837931	+	ENSG00000117724.7	protein_coding	KNOWN	2	CENPF	CENPF	1	rs340874	chr1	214159256	617282	4
ENSG00000143353.7	LYPLAL1	chr1	gene	219347186	219386207	+	ENSG00000143353.7	protein_coding	KNOWN	2	LYPLAL1	LYPLAL1	1	rs2820446	chr1	219748818	-401632	3
ENSG00000196660.6	SLC30A10	chr1	gene	219858769	220131989	-	ENSG00000196660.6	protein_coding	KNOWN	2	SLC30A10	SLC30A10	1	rs2820446	chr1	219748818	109951	1
ENSG00000136628.11	EPRS	chr1	gene	220141943	220220000	-	ENSG00000136628.11	protein_coding	KNOWN	2	EPRS	EPRS	1	rs2820446	chr1	219748818	393125	2
ENSG00000162813.12	BPNT1	chr1	gene	220230824	220263804	-	ENSG00000162813.12	protein_coding	KNOWN	2	BPNT1	BPNT1	1	rs2820446	chr1	219748818	482006	4
ENSG00000067704.8	IARS2	chr1	gene	220267444	220321380	+	ENSG00000067704.8	protein_coding	KNOWN	2	IARS2	IARS2	1	rs2820446	chr1	219748818	518626	5
ENSG00000118873.10	RAB3GAP2	chr1	gene	220321635	220445796	-	ENSG00000118873.10	protein_coding	KNOWN	2	RAB3GAP2	RAB3GAP2	1	rs2820446	chr1	219748818	572817	6
ENSG00000116141.10	MARK1	chr1	gene	220701568	220837803	+	ENSG00000116141.10	protein_coding	KNOWN	2	MARK1	MARK1	1	rs2820446	chr1	219748818	952750	7
ENSG00000168159.7	RNF187	chr1	gene	228674762	228683467	+	ENSG00000168159.7	protein_coding	KNOWN	2	RNF187	RNF187	1	rs348330	chr1	229672955	-998193	13
ENSG00000116574.4	RHOU	chr1	gene	228870824	228882416	+	ENSG00000116574.4	protein_coding	KNOWN	2	RHOU	RHOU	1	rs348330	chr1	229672955	-802131	12
ENSG00000177800.2	TMEM78	chr1	gene	229385383	229387557	+	ENSG00000177800.2	protein_coding	KNOWN	2	TMEM78	TMEM78	1	rs348330	chr1	229672955	-287572	9
ENSG00000168118.7	RAB4A	chr1	gene	229406822	229441641	+	ENSG00000168118.7	protein_coding	KNOWN	2	RAB4A	RAB4A	1	rs348330	chr1	229672955	-266133	8
ENSG00000213029.2	SPHAR	chr1	gene	229440129	229441248	+	ENSG00000213029.2	protein_coding	KNOWN	2	SPHAR	SPHAR	1	rs348330	chr1	229672955	-232826	7
ENSG00000154429.6	C1orf96	chr1	gene	229456758	229479041	-	ENSG00000154429.6	protein_coding	KNOWN	2	C1orf96	CCSAP	1	rs348330	chr1	229672955	-216197	6
ENSG00000143632.8	ACTA1	chr1	gene	229566992	229569845	-	ENSG00000143632.8	protein_coding	KNOWN	2	ACTA1	ACTA1	1	rs348330	chr1	229672955	-105963	5
ENSG00000069248.7	NUP133	chr1	gene	229577044	229644103	-	ENSG00000069248.7	protein_coding	KNOWN	2	NUP133	NUP133	1	rs348330	chr1	229672955	-95911	4
ENSG00000135776.4	ABCB10	chr1	gene	229652329	229694442	-	ENSG00000135776.4	protein_coding	KNOWN	2	ABCB10	ABCB10	1	rs348330	chr1	229672955	-20626	1
ENSG00000135801.5	TAF5L	chr1	gene	229728858	229761794	-	ENSG00000135801.5	protein_coding	KNOWN	2	TAF5L	TAF5L	1	rs348330	chr1	229672955	55903	2
ENSG00000135763.5	URB2	chr1	gene	229761981	229795946	+	ENSG00000135763.5	protein_coding	KNOWN	2	URB2	URB2	1	rs348330	chr1	229672955	89026	3
ENSG00000143641.7	GALNT2	chr1	gene	230193536	230417870	+	ENSG00000143641.7	protein_coding	KNOWN	2	GALNT2	GALNT2	1	rs348330	chr1	229672955	520581	10
ENSG00000177614.5	PGBD5	chr1	gene	230457392	230561475	-	ENSG00000177614.5	protein_coding	KNOWN	1	PGBD5	PGBD5	1	rs348330	chr1	229672955	784437	11
ENSG00000168264.6	IRF2BP2	chr1	gene	234740015	234745271	-	ENSG00000168264.6	protein_coding	KNOWN	2	IRF2BP2	IRF2BP2	1	rs291367	chr1	235690800	-950785	13
ENSG00000173726.6	TOMM20	chr1	gene	235272651	235292251	-	ENSG00000173726.6	protein_coding	KNOWN	2	TOMM20	TOMM20	1	rs291367	chr1	235690800	-418149	8
ENSG00000188739.9	RBM34	chr1	gene	235294498	235324772	-	ENSG00000188739.9	protein_coding	KNOWN	2	RBM34	RBM34	1	rs291367	chr1	235690800	-396302	7
ENSG00000054267.15	ARID4B	chr1	gene	235294949	235491534	-	ENSG00000054267.15	protein_coding	KNOWN	2	ARID4B	ARID4B	1	rs291367	chr1	235690800	-395851	6
ENSG00000152904.7	GGPS1	chr1	gene	235490665	235507847	+	ENSG00000152904.7	protein_coding	KNOWN	1	GGPS1	GGPS1	1	rs291367	chr1	235690800	-200135	5
ENSG00000116957.8	TBCE	chr1	gene	235530675	235612283	+	ENSG00000116957.8	protein_coding	KNOWN	2	TBCE	TBCE	1	rs291367	chr1	235690800	-160125	4
ENSG00000162885.6	B3GALNT2	chr1	gene	235610533	235667781	-	ENSG00000162885.6	protein_coding	KNOWN	2	B3GALNT2	B3GALNT2	1	rs291367	chr1	235690800	-80267	2
ENSG00000168243.6	GNG4	chr1	gene	235710987	235814054	-	ENSG00000168243.6	protein_coding	KNOWN	2	GNG4	GNG4	1	rs291367	chr1	235690800	20187	1
ENSG00000143669.8	LYST	chr1	gene	235824341	236046940	-	ENSG00000143669.8	protein_coding	KNOWN	1	LYST	LYST	1	rs291367	chr1	235690800	133541	3
ENSG00000116962.10	NID1	chr1	gene	236139130	236228462	-	ENSG00000116962.10	protein_coding	KNOWN	2	NID1	NID1	1	rs291367	chr1	235690800	448330	9
ENSG00000077585.8	GPR137B	chr1	gene	236305832	236385165	+	ENSG00000077585.8	protein_coding	KNOWN	2	GPR137B	GPR137B	1	rs291367	chr1	235690800	615032	10
ENSG00000086619.9	ERO1LB	chr1	gene	236378855	236445319	-	ENSG00000086619.9	protein_coding	KNOWN	2	ERO1LB	ERO1LB	1	rs291367	chr1	235690800	688055	11
ENSG00000186197.7	EDARADD	chr1	gene	236511562	236648026	+	ENSG00000186197.7	protein_coding	KNOWN	2	EDARADD	EDARADD	1	rs291367	chr1	235690800	820762	12
ENSG00000116977.13	LGALS8	chr1	gene	236681300	236716281	+	ENSG00000116977.13	protein_coding	KNOWN	2	LGALS8	LGALS8	1	rs291367	chr1	235690800	990500	14
ENSG00000184731.5	FAM110C	chr2	gene	38814	46870	-	ENSG00000184731.5	protein_coding	KNOWN	2	FAM110C	FAM110C	1	rs62107261	chr2	422144	-383330	5
ENSG00000035115.15	SH3YL1	chr2	gene	217730	266398	-	ENSG00000035115.15	protein_coding	KNOWN	2	SH3YL1	SH3YL1	1	rs62107261	chr2	422144	-204414	3
ENSG00000143727.10	ACP1	chr2	gene	264140	278283	+	ENSG00000143727.10	protein_coding	KNOWN	2	ACP1	ACP1	1	rs62107261	chr2	422144	-158004	2
ENSG00000189292.9	FAM150B	chr2	gene	279565	288851	-	ENSG00000189292.9	protein_coding	KNOWN	2	FAM150B	FAM150B	1	rs62107261	chr2	422144	-142579	1
ENSG00000151353.10	TMEM18	chr2	gene	667335	677439	-	ENSG00000151353.10	protein_coding	KNOWN	1	TMEM18	TMEM18	1	rs62107261	chr2	422144	245191	4
ENSG00000172554.7	SNTG2	chr2	gene	946554	1371385	+	ENSG00000172554.7	protein_coding	KNOWN	2	SNTG2	SNTG2	1	rs62107261	chr2	422144	524410	6
ENSG00000115705.15	TPO	chr2	gene	1377995	1547483	+	ENSG00000115705.15	protein_coding	KNOWN	2	TPO	TPO	1	rs62107261	chr2	422144	955851	7
ENSG00000151779.8	NBAS	chr2	gene	15307032	15701454	-	ENSG00000151779.8	protein_coding	KNOWN	1	NBAS	NBAS	1	rs11680058	chr2	16574669	-1267637	4
ENSG00000079785.8	DDX1	chr2	gene	15731302	15771225	+	ENSG00000079785.8	protein_coding	KNOWN	2	DDX1	DDX1	1	rs11680058	chr2	16574669	-843367	3
ENSG00000134323.9	MYCN	chr2	gene	16080686	16087129	+	ENSG00000134323.9	protein_coding	KNOWN	2	MYCN	MYCN	1	rs11680058	chr2	16574669	-493983	2
ENSG00000197872.7	FAM49A	chr2	gene	16730727	16847599	-	ENSG00000197872.7	protein_coding	KNOWN	2	FAM49A	FAM49A	1	rs11680058	chr2	16574669	156058	1
ENSG00000084676.11	NCOA1	chr2	gene	24714783	24993571	+	ENSG00000084676.11	protein_coding	KNOWN	2	NCOA1	NCOA1	1	rs17802463	chr2	25643221	-928438	17
ENSG00000184924.4	PTRHD1	chr2	gene	25012855	25016251	-	ENSG00000184924.4	protein_coding	KNOWN	2	PTRHD1	PTRHD1	1	rs17802463	chr2	25643221	-630366	11
ENSG00000138092.6	CENPO	chr2	gene	25016005	25045245	+	ENSG00000138092.6	protein_coding	KNOWN	1	CENPO	CENPO	1	rs17802463	chr2	25643221	-627216	10
ENSG00000138031.8	ADCY3	chr2	gene	25042038	25142708	-	ENSG00000138031.8	protein_coding	KNOWN	1	ADCY3	ADCY3	1	rs17802463	chr2	25643221	-601183	8
ENSG00000115137.7	DNAJC27	chr2	gene	25166505	25194963	-	ENSG00000115137.7	protein_coding	KNOWN	2	DNAJC27	DNAJC27	1	rs17802463	chr2	25643221	-476716	6
ENSG00000084710.8	EFR3B	chr2	gene	25264999	25378243	+	ENSG00000084710.8	protein_coding	KNOWN	2	EFR3B	EFR3B	1	rs17802463	chr2	25643221	-378222	5
ENSG00000115138.6	POMC	chr2	gene	25383722	25391772	-	ENSG00000115138.6	protein_coding	KNOWN	2	POMC	POMC	1	rs17802463	chr2	25643221	-259499	3
ENSG00000119772.12	DNMT3A	chr2	gene	25455845	25565459	-	ENSG00000119772.12	protein_coding	KNOWN	2	DNMT3A	DNMT3A	1	rs17802463	chr2	25643221	-187376	2
ENSG00000138101.13	DTNB	chr2	gene	25600067	25896503	-	ENSG00000138101.13	protein_coding	KNOWN	1	DTNB	DTNB	1	rs17802463	chr2	25643221	-43154	1
ENSG00000143970.11	ASXL2	chr2	gene	25960557	26101385	-	ENSG00000143970.11	protein_coding	KNOWN	2	ASXL2	ASXL2	1	rs17802463	chr2	25643221	317336	4
ENSG00000084731.8	KIF3C	chr2	gene	26149471	26205618	-	ENSG00000084731.8	protein_coding	KNOWN	1	KIF3C	KIF3C	1	rs17802463	chr2	25643221	506250	7
ENSG00000084733.6	RAB10	chr2	gene	26256976	26360323	+	ENSG00000084733.6	protein_coding	KNOWN	2	RAB10	RAB10	1	rs17802463	chr2	25643221	613755	9
ENSG00000157833.7	FAM59B	chr2	gene	26395960	26412513	+	ENSG00000157833.7	protein_coding	KNOWN	1	FAM59B	GAREML	1	rs17802463	chr2	25643221	752739	12
ENSG00000084754.6	HADHA	chr2	gene	26413504	26467594	-	ENSG00000084754.6	protein_coding	KNOWN	2	HADHA	HADHA	1	rs17802463	chr2	25643221	770283	13
ENSG00000138029.9	HADHB	chr2	gene	26466038	26513336	+	ENSG00000138029.9	protein_coding	KNOWN	2	HADHB	HADHB	1	rs17802463	chr2	25643221	822817	14
ENSG00000173567.10	GPR113	chr2	gene	26531041	26569685	-	ENSG00000173567.10	protein_coding	KNOWN	2	GPR113	GPR113	1	rs17802463	chr2	25643221	887820	15
ENSG00000138018.13	EPT1	chr2	gene	26531415	26618759	+	ENSG00000138018.13	protein_coding	KNOWN	2	EPT1	EPT1	1	rs17802463	chr2	25643221	888194	16
ENSG00000157856.6	CCDC164	chr2	gene	26624784	26679579	+	ENSG00000157856.6	protein_coding	KNOWN	2	CCDC164	DRC1	1	rs17802463	chr2	25643221	981563	18
ENSG00000163793.8	DNAJC5G	chr2	gene	27498289	27504367	+	ENSG00000163793.8	protein_coding	KNOWN	2	DNAJC5G	DNAJC5G	1	rs1260326	chr2	27730940	-232651	20
ENSG00000138100.8	TRIM54	chr2	gene	27505260	27600344	+	ENSG00000138100.8	protein_coding	KNOWN	2	TRIM54	TRIM54	1	rs1260326	chr2	27730940	-225680	19
ENSG00000163794.5	UCN	chr2	gene	27530268	27531313	-	ENSG00000163794.5	protein_coding	KNOWN	2	UCN	UCN	1	rs1260326	chr2	27730940	-200672	18
ENSG00000115204.9	MPV17	chr2	gene	27532360	27548547	-	ENSG00000115204.9	protein_coding	KNOWN	1	MPV17	MPV17	1	rs1260326	chr2	27730940	-198580	17
ENSG00000115207.8	GTF3C2	chr2	gene	27548716	27579868	-	ENSG00000115207.8	protein_coding	KNOWN	1	GTF3C2	GTF3C2	1	rs1260326	chr2	27730940	-182224	16
ENSG00000115211.10	EIF2B4	chr2	gene	27587219	27593353	-	ENSG00000115211.10	protein_coding	KNOWN	2	EIF2B4	EIF2B4	1	rs1260326	chr2	27730940	-143721	14
ENSG00000115234.6	SNX17	chr2	gene	27593389	27599995	+	ENSG00000115234.6	protein_coding	KNOWN	2	SNX17	SNX17	1	rs1260326	chr2	27730940	-137551	12
ENSG00000163795.9	ZNF513	chr2	gene	27600098	27603657	-	ENSG00000163795.9	protein_coding	KNOWN	2	ZNF513	ZNF513	1	rs1260326	chr2	27730940	-130842	11
ENSG00000115241.8	PPM1G	chr2	gene	27604061	27632554	-	ENSG00000115241.8	protein_coding	KNOWN	2	PPM1G	PPM1G	1	rs1260326	chr2	27730940	-126879	10
ENSG00000115216.8	NRBP1	chr2	gene	27650657	27665126	+	ENSG00000115216.8	protein_coding	KNOWN	2	NRBP1	NRBP1	1	rs1260326	chr2	27730940	-80283	7
ENSG00000157992.8	KRTCAP3	chr2	gene	27665233	27669348	+	ENSG00000157992.8	protein_coding	KNOWN	2	KRTCAP3	KRTCAP3	1	rs1260326	chr2	27730940	-65707	4
ENSG00000138002.10	IFT172	chr2	gene	27667238	27712656	-	ENSG00000138002.10	protein_coding	KNOWN	2	IFT172	IFT172	1	rs1260326	chr2	27730940	-63702	3
ENSG00000115226.5	FNDC4	chr2	gene	27714750	27718112	-	ENSG00000115226.5	protein_coding	KNOWN	2	FNDC4	FNDC4	1	rs1260326	chr2	27730940	-16190	2
ENSG00000084734.4	GCKR	chr2	gene	27719709	27746554	+	ENSG00000084734.4	protein_coding	KNOWN	1	GCKR	GCKR	1	rs1260326	chr2	27730940	-11231	1
ENSG00000221843.2	C2orf16	chr2	gene	27799389	27805588	+	ENSG00000221843.2	protein_coding	KNOWN	2	C2orf16	C2orf16	1	rs1260326	chr2	27730940	68449	5
ENSG00000243943.4	ZNF512	chr2	gene	27805897	27858041	+	ENSG00000243943.4	protein_coding	KNOWN	2	ZNF512	ZNF512	1	rs1260326	chr2	27730940	74957	6
ENSG00000176714.9	CCDC121	chr2	gene	27848506	27851879	-	ENSG00000176714.9	protein_coding	KNOWN	2	CCDC121	CCDC121	1	rs1260326	chr2	27730940	117566	8
ENSG00000198522.8	GPN1	chr2	gene	27851114	27874375	+	ENSG00000198522.8	protein_coding	KNOWN	2	GPN1	GPN1	1	rs1260326	chr2	27730940	120174	9
ENSG00000119760.11	SUPT7L	chr2	gene	27873679	27886676	-	ENSG00000119760.11	protein_coding	KNOWN	2	SUPT7L	SUPT7L	1	rs1260326	chr2	27730940	142739	13
ENSG00000163798.9	SLC4A1AP	chr2	gene	27886338	27917840	+	ENSG00000163798.9	protein_coding	KNOWN	2	SLC4A1AP	SLC4A1AP	1	rs1260326	chr2	27730940	155398	15
ENSG00000171126.7	KCNG3	chr2	gene	42669157	42721237	-	ENSG00000171126.7	protein_coding	KNOWN	2	KCNG3	KCNG3	1	rs80147536	chr2	43698028	-1028871	15
ENSG00000057935.8	MTA3	chr2	gene	42721709	42984087	+	ENSG00000057935.8	protein_coding	KNOWN	2	MTA3	MTA3	1	rs80147536	chr2	43698028	-976319	14
ENSG00000162881.5	OXER1	chr2	gene	42989642	42991401	-	ENSG00000162881.5	protein_coding	KNOWN	2	OXER1	OXER1	1	rs80147536	chr2	43698028	-708386	10
ENSG00000162882.10	HAAO	chr2	gene	42994229	43019733	-	ENSG00000162882.10	protein_coding	KNOWN	1	HAAO	HAAO	1	rs80147536	chr2	43698028	-703799	9
ENSG00000115970.12	THADA	chr2	gene	43393800	43823185	-	ENSG00000115970.12	protein_coding	KNOWN	2	THADA	THADA	1	rs80147536	chr2	43698028	-304228	4
ENSG00000152518.5	ZFP36L2	chr2	gene	43449541	43453748	-	ENSG00000152518.5	protein_coding	KNOWN	2	ZFP36L2	ZFP36L2	1	rs80147536	chr2	43698028	-248487	2
ENSG00000152527.9	PLEKHH2	chr2	gene	43864412	43995126	+	ENSG00000152527.9	protein_coding	KNOWN	2	PLEKHH2	PLEKHH2	1	rs80147536	chr2	43698028	166384	1
ENSG00000138036.12	DYNC2LI1	chr2	gene	44001178	44037149	+	ENSG00000138036.12	protein_coding	KNOWN	1	DYNC2LI1	DYNC2LI1	1	rs80147536	chr2	43698028	303150	3
ENSG00000138075.7	ABCG5	chr2	gene	44039611	44066004	-	ENSG00000138075.7	protein_coding	KNOWN	1	ABCG5	ABCG5	1	rs80147536	chr2	43698028	341583	5
ENSG00000143921.6	ABCG8	chr2	gene	44066103	44105605	+	ENSG00000143921.6	protein_coding	KNOWN	2	ABCG8	ABCG8	1	rs80147536	chr2	43698028	368075	6
ENSG00000138095.13	LRPPRC	chr2	gene	44113363	44223144	-	ENSG00000138095.13	protein_coding	KNOWN	1	LRPPRC	LRPPRC	1	rs80147536	chr2	43698028	415335	7
ENSG00000138032.16	PPM1B	chr2	gene	44395108	44471523	+	ENSG00000138032.16	protein_coding	KNOWN	2	PPM1B	PPM1B	1	rs80147536	chr2	43698028	697080	8
ENSG00000138079.8	SLC3A1	chr2	gene	44502599	44548633	+	ENSG00000138079.8	protein_coding	KNOWN	1	SLC3A1	SLC3A1	1	rs80147536	chr2	43698028	804571	11
ENSG00000138078.11	PREPL	chr2	gene	44543420	44589001	-	ENSG00000138078.11	protein_coding	KNOWN	1	PREPL	PREPL	1	rs80147536	chr2	43698028	845392	12
ENSG00000143919.9	CAMKMT	chr2	gene	44589089	44999731	+	ENSG00000143919.9	protein_coding	KNOWN	2	CAMKMT	CAMKMT	1	rs80147536	chr2	43698028	891061	13
ENSG00000028116.11	VRK2	chr2	gene	58134786	58387055	+	ENSG00000028116.11	protein_coding	KNOWN	1	VRK2	VRK2	1	rs6545714	chr2	59307725	-1172939	2
ENSG00000115392.7	FANCL	chr2	gene	58386378	58468507	-	ENSG00000115392.7	protein_coding	KNOWN	1	FANCL	FANCL	1	rs6545714	chr2	59307725	-921347	1
ENSG00000119866.15	BCL11A	chr2	gene	60678302	60780702	-	ENSG00000119866.15	protein_coding	KNOWN	1	BCL11A	BCL11A	1	rs243024	chr2	60583665	94637	1
ENSG00000115421.7	PAPOLG	chr2	gene	60983365	61029220	+	ENSG00000115421.7	protein_coding	KNOWN	2	PAPOLG	PAPOLG	1	rs243024	chr2	60583665	399700	2
ENSG00000162924.8	REL	chr2	gene	61108656	61150645	+	ENSG00000162924.8	protein_coding	KNOWN	2	REL	REL	1	rs243024	chr2	60583665	524991	3
ENSG00000162927.8	PUS10	chr2	gene	61169104	61245389	-	ENSG00000162927.8	protein_coding	KNOWN	2	PUS10	PUS10	1	rs243024	chr2	60583665	585439	4
ENSG00000162928.7	PEX13	chr2	gene	61244360	61276394	+	ENSG00000162928.7	protein_coding	KNOWN	1	PEX13	PEX13	1	rs243024	chr2	60583665	660695	5
ENSG00000162929.9	KIAA1841	chr2	gene	61293006	61391960	+	ENSG00000162929.9	protein_coding	KNOWN	1	KIAA1841	KIAA1841	1	rs243024	chr2	60583665	709341	6
ENSG00000237651.2	C2orf74	chr2	gene	61372243	61391964	+	ENSG00000237651.2	protein_coding	KNOWN	3	C2orf74	C2orf74	1	rs243024	chr2	60583665	788578	7
ENSG00000173209.16	AHSA2	chr2	gene	61404553	61414686	+	ENSG00000173209.16	protein_coding	KNOWN	2	AHSA2	AHSA2	1	rs243024	chr2	60583665	820888	8
ENSG00000115464.9	USP34	chr2	gene	61414591	61697904	-	ENSG00000115464.9	protein_coding	KNOWN	2	USP34	USP34	1	rs243024	chr2	60583665	830926	9
ENSG00000197329.6	PELI1	chr2	gene	64319786	64371588	-	ENSG00000197329.6	protein_coding	KNOWN	2	PELI1	PELI1	1	rs2249105	chr2	65287896	-968110	8
ENSG00000119844.10	AFTPH	chr2	gene	64751465	64820139	+	ENSG00000119844.10	protein_coding	KNOWN	2	AFTPH	AFTPH	1	rs2249105	chr2	65287896	-536431	7
ENSG00000179833.3	SERTAD2	chr2	gene	64858755	64977449	-	ENSG00000179833.3	protein_coding	KNOWN	2	SERTAD2	SERTAD2	1	rs2249105	chr2	65287896	-429141	6
ENSG00000115902.5	SLC1A4	chr2	gene	65215611	65250999	+	ENSG00000115902.5	protein_coding	KNOWN	2	SLC1A4	SLC1A4	1	rs2249105	chr2	65287896	-72285	3
ENSG00000011523.8	CEP68	chr2	gene	65283500	65314138	+	ENSG00000011523.8	protein_coding	KNOWN	1	CEP68	CEP68	1	rs2249105	chr2	65287896	-4396	1
ENSG00000138069.12	RAB1A	chr2	gene	65297835	65357240	-	ENSG00000138069.12	protein_coding	KNOWN	2	RAB1A	RAB1A	1	rs2249105	chr2	65287896	9939	2
ENSG00000138071.8	ACTR2	chr2	gene	65454887	65498387	+	ENSG00000138071.8	protein_coding	KNOWN	2	ACTR2	ACTR2	1	rs2249105	chr2	65287896	166991	4
ENSG00000198369.5	SPRED2	chr2	gene	65537985	65659771	-	ENSG00000198369.5	protein_coding	KNOWN	1	SPRED2	SPRED2	1	rs2249105	chr2	65287896	250089	5
ENSG00000174501.10	ANKRD36C	chr2	gene	96514587	96657541	-	ENSG00000174501.10	protein_coding	KNOWN	2	ANKRD36C	ANKRD36C	1	rs79046683	chr2	96913918	-399331	14
ENSG00000222040.3	ADRA2B	chr2	gene	96778707	96781984	-	ENSG00000222040.3	protein_coding	KNOWN	2	ADRA2B	ADRA2B	1	rs79046683	chr2	96913918	-135211	9
ENSG00000188886.3	ASTL	chr2	gene	96789589	96804175	-	ENSG00000188886.3	protein_coding	KNOWN	2	ASTL	ASTL	1	rs79046683	chr2	96913918	-124329	8
ENSG00000158050.4	DUSP2	chr2	gene	96808905	96811179	-	ENSG00000158050.4	protein_coding	KNOWN	2	DUSP2	DUSP2	1	rs79046683	chr2	96913918	-105013	7
ENSG00000084090.9	STARD7	chr2	gene	96850597	96874563	-	ENSG00000084090.9	protein_coding	KNOWN	1	STARD7	STARD7	1	rs79046683	chr2	96913918	-63321	4
ENSG00000135956.3	TMEM127	chr2	gene	96916312	96931732	-	ENSG00000135956.3	protein_coding	KNOWN	1	TMEM127	TMEM127	1	rs79046683	chr2	96913918	2394	1
ENSG00000144021.2	CIAO1	chr2	gene	96931870	96939087	+	ENSG00000144021.2	protein_coding	KNOWN	2	CIAO1	CIAO1	1	rs79046683	chr2	96913918	17952	2
ENSG00000144028.9	SNRNP200	chr2	gene	96940074	96971297	-	ENSG00000144028.9	protein_coding	KNOWN	2	SNRNP200	SNRNP200	1	rs79046683	chr2	96913918	26156	3
ENSG00000198885.5	ITPRIPL1	chr2	gene	96991069	96994091	+	ENSG00000198885.5	protein_coding	KNOWN	2	ITPRIPL1	ITPRIPL1	1	rs79046683	chr2	96913918	77151	5
ENSG00000121152.5	NCAPH	chr2	gene	97001525	97039583	+	ENSG00000121152.5	protein_coding	KNOWN	1	NCAPH	NCAPH	1	rs79046683	chr2	96913918	87607	6
ENSG00000163121.5	NEURL3	chr2	gene	97163383	97173846	-	ENSG00000163121.5	pseudogene	KNOWN	2	NEURL3	NEURL3	1	rs79046683	chr2	96913918	249465	10
ENSG00000196843.9	ARID5A	chr2	gene	97202480	97218375	+	ENSG00000196843.9	protein_coding	KNOWN	1	ARID5A	ARID5A	1	rs79046683	chr2	96913918	288562	11
ENSG00000114982.12	KANSL3	chr2	gene	97258907	97308524	-	ENSG00000114982.12	protein_coding	KNOWN	1	KANSL3	KANSL3	1	rs79046683	chr2	96913918	344989	12
ENSG00000249715.4	FER1L5	chr2	gene	97308474	97370624	+	ENSG00000249715.4	processed_transcript	KNOWN	1	FER1L5	FER1L5	1	rs79046683	chr2	96913918	394556	13
ENSG00000114988.7	LMAN2L	chr2	gene	97371666	97405801	-	ENSG00000114988.7	protein_coding	KNOWN	2	LMAN2L	LMAN2L	1	rs79046683	chr2	96913918	457748	15
ENSG00000158158.7	CNNM4	chr2	gene	97426639	97477628	+	ENSG00000158158.7	protein_coding	KNOWN	2	CNNM4	CNNM4	1	rs79046683	chr2	96913918	512721	16
ENSG00000168763.10	CNNM3	chr2	gene	97481982	97499648	+	ENSG00000168763.10	protein_coding	KNOWN	2	CNNM3	CNNM3	1	rs79046683	chr2	96913918	568064	17
